Gyroscope self-test executed 1000 times, average result taken for each axis. (Success under 14)




X = 3.87269 :  Y = -4.05083 :  Z = 1.89995
X = 0.248848 :  Y = -0.3091 :  Z = 2.48182
X = 1.89746 :  Y = -2.53787 :  Z = 2.48182
X = 3.1417 :  Y = -0.992373 :  Z = 1.98308
X = 3.57718 :  Y = -0.699542 :  Z = 2.32744
X = 1.36866 :  Y = -3.62786 :  Z = 2.04245
X = 0.139977 :  Y = -0.813421 :  Z = 2.29182
X = 3.20391 :  Y = -0.601931 :  Z = 2.31557
X = 2.14631 :  Y = -2.76563 :  Z = 2.64806
X = 1.67972 :  Y = -3.05846 :  Z = 2.69556
X = 2.03744 :  Y = -2.2125 :  Z = 0
X = 3.26612 :  Y = -0.471784 :  Z = 1.81683
X = 2.1152 :  Y = -2.86324 :  Z = 2.71931
X = 1.50864 :  Y = -2.89578 :  Z = 2.86181
X = 3.84158 :  Y = -0.959836 :  Z = 1.88808
X = 3.29723 :  Y = -0.390442 :  Z = 0.949977
X = 2.6129 :  Y = -1.56177 :  Z = 1.21122
X = 1.99078 :  Y = -3.46517 :  Z = 2.00683
X = 0.202189 :  Y = -0.585663 :  Z = 2.62431
X = 3.03283 :  Y = -0.504321 :  Z = 1.9237
X = 1.99078 :  Y = -3.22115 :  Z = 2.69556
X = 3.35944 :  Y = -0.813421 :  Z = 2.17307
X = 3.375 :  Y = -1.2364 :  Z = 1.85246
X = 0.513248 :  Y = -0.390442 :  Z = 0.807481
X = 3.82603 :  Y = -0.488052 :  Z = 2.48182
X = 1.88191 :  Y = -3.02592 :  Z = 2.17307
X = 2.28629 :  Y = -2.94458 :  Z = 2.89743
X = 2.20852 :  Y = -2.63548 :  Z = 2.99243
X = 3.4061 :  Y = -0.536858 :  Z = 2.38682
X = 0.139977 :  Y = -0.113879 :  Z = 2.26807
X = 1.64862 :  Y = -2.92831 :  Z = 2.33932
X = 2.50403 :  Y = -3.05846 :  Z = 0.0356242
X = 3.70161 :  Y = -0.0650736 :  Z = 2.29182
X = 3.62384 :  Y = -0.390442 :  Z = 2.27995
X = 1.69527 :  Y = -2.81443 :  Z = 2.86181
X = 3.35944 :  Y = -0.829689 :  Z = 2.33932
X = 0.015553 :  Y = -0.357905 :  Z = 2.17307
X = 3.68605 :  Y = -4.03457 :  Z = 2.57681
X = 0.715437 :  Y = -3.57905 :  Z = 0
X = 3.6705 :  Y = -0.601931 :  Z = 2.12557
X = 3.57718 :  Y = -0.504321 :  Z = 2.19682
X = 1.8197 :  Y = -3.091 :  Z = 2.33932
X = 3.17281 :  Y = -1.57804 :  Z = 1.1756
X = 3.34389 :  Y = -0.927299 :  Z = 1.89995
X = 1.77304 :  Y = -2.58668 :  Z = 2.92118
X = 1.95967 :  Y = -2.48907 :  Z = 2.79056
X = 0.964284 :  Y = -3.48144 :  Z = 1.36559
X = 1.10426 :  Y = -0.276563 :  Z = 0.878729
X = 3.09504 :  Y = -1.18759 :  Z = 1.51996
X = 3.9038 :  Y = -0.764615 :  Z = 1.74558
X = 1.77304 :  Y = -2.99339 :  Z = 2.1612
X = 3.49942 :  Y = -0.878494 :  Z = 0.0237494
X = 3.12615 :  Y = -0.797152 :  Z = 1.86433
X = 1.80414 :  Y = -3.12353 :  Z = 2.62431
X = 2.14631 :  Y = -2.58668 :  Z = 2.89743
X = 3.53052 :  Y = -0.894763 :  Z = 2.17307
X = 3.62384 :  Y = -0.178953 :  Z = 2.52932
X = 2.25518 :  Y = -3.10727 :  Z = 2.71931
X = 1.91302 :  Y = -2.35892 :  Z = 2.33932
X = 3.95046 :  Y = -0.374173 :  Z = 2.70744
X = 3.76382 :  Y = -0.455515 :  Z = 2.1612
X = 1.10426 :  Y = -0.667005 :  Z = 0.890604
X = 3.29723 :  Y = -0.455515 :  Z = 1.86433
X = 1.80414 :  Y = -3.15607 :  Z = 2.81431
X = 3.46831 :  Y = -0.813421 :  Z = 1.91183
X = 3.21947 :  Y = -4.0671 :  Z = 2.3037
X = 0.0311059 :  Y = -0.536858 :  Z = 2.64806
X = 1.83525 :  Y = -3.53024 :  Z = 2.60056
X = 3.07949 :  Y = -0.553126 :  Z = 2.12557
X = 3.49942 :  Y = -0.683273 :  Z = 2.07808
X = 2.13076 :  Y = -3.10727 :  Z = 2.62431
X = 2.20852 :  Y = -3.22115 :  Z = 2.64806
X = 2.27073 :  Y = -2.42399 :  Z = 0.0356242
X = 3.71716 :  Y = -0.683273 :  Z = 2.61244
X = 1.74193 :  Y = -3.62786 :  Z = 2.39869
X = 2.1152 :  Y = -3.00966 :  Z = 2.82618
X = 3.21947 :  Y = -0.943568 :  Z = 1.87621
X = 3.59274 :  Y = -0.520589 :  Z = 2.79056
X = 2.13076 :  Y = -3.36756 :  Z = 2.23245
X = 1.88191 :  Y = -2.24504 :  Z = 2.33932
X = 3.53052 :  Y = -0.878494 :  Z = 1.88808
X = 1.75749 :  Y = -2.66802 :  Z = 2.49369
X = 3.91935 :  Y = -0.911031 :  Z = 2.36307
X = 0.513248 :  Y = -0.260295 :  Z = 1.55559
X = 0.0466589 :  Y = -4.08337 :  Z = 2.96868
X = 3.20391 :  Y = -0.959836 :  Z = 2.1612
X = 0.295506 :  Y = -0.71581 :  Z = 2.29182
X = 2.31739 :  Y = -3.00966 :  Z = 2.77868
X = 0.0466589 :  Y = -4.0671 :  Z = 2.24432
X = 2.22408 :  Y = -2.58668 :  Z = 0.273119
X = 1.91302 :  Y = -2.73309 :  Z = 2.68369
X = 1.75749 :  Y = -2.94458 :  Z = 2.35119
X = 3.54608 :  Y = -3.95322 :  Z = 2.35119
X = 0.0466589 :  Y = -0.162684 :  Z = 2.41057
X = 2.20852 :  Y = -3.90442 :  Z = 3.0043
X = 1.75749 :  Y = -2.57041 :  Z = 2.46994
X = 3.74827 :  Y = -0.244026 :  Z = 2.52932
X = 1.75749 :  Y = -3.53024 :  Z = 2.67181
X = 1.91302 :  Y = -3.51398 :  Z = 2.50557
X = 3.51497 :  Y = -0.927299 :  Z = 2.29182
X = 3.73271 :  Y = -0.471784 :  Z = 2.42244
X = 1.43087 :  Y = -2.97712 :  Z = 3.0043
X = 2.93951 :  Y = -1.77326 :  Z = 1.31809
X = 3.23502 :  Y = -0.813421 :  Z = 1.72183
X = 1.91302 :  Y = -3.22115 :  Z = 2.86181
X = 1.77304 :  Y = -2.76563 :  Z = 2.1137
X = 2.65956 :  Y = -1.98475 :  Z = 0.237494
X = 3.95046 :  Y = -0.71581 :  Z = 2.1612
X = 1.5864 :  Y = -2.65175 :  Z = 2.19682
X = 3.73271 :  Y = -0.439247 :  Z = 0.938103
X = 3.59274 :  Y = -0.455515 :  Z = 2.2562
X = 1.97523 :  Y = -3.72547 :  Z = 2.70744
X = 1.97523 :  Y = -2.92831 :  Z = 2.82618
X = 3.9349 :  Y = -0.504321 :  Z = 2.3037
X = 3.70161 :  Y = -0.813421 :  Z = 2.89743
X = 1.44643 :  Y = -2.89578 :  Z = 2.51744
X = 1.97523 :  Y = -2.55414 :  Z = 2.58869
X = 3.43721 :  Y = -0.520589 :  Z = 2.56494
X = 2.36405 :  Y = -2.27758 :  Z = 0.142497
X = 3.54608 :  Y = -0.0162684 :  Z = 2.70744
X = 1.91302 :  Y = -2.60295 :  Z = 2.9568
X = 3.77937 :  Y = -0.455515 :  Z = 2.17307
X = 3.62384 :  Y = -0.927299 :  Z = 2.0187
X = 1.78859 :  Y = -2.96085 :  Z = 2.79056
X = 3.42165 :  Y = -0.943568 :  Z = 2.19682
X = 3.87269 :  Y = -0.878494 :  Z = 2.70744
X = 0.746543 :  Y = -3.51398 :  Z = 1.13997
X = 2.22408 :  Y = -1.78953 :  Z = 2.43432
X = 2.05299 :  Y = -2.22877 :  Z = 0.676859
X = 3.53052 :  Y = -0.390442 :  Z = 2.27995
X = 0.217742 :  Y = -4.0671 :  Z = 2.38682
X = 3.77937 :  Y = -0.813421 :  Z = 2.36307
X = 3.53052 :  Y = -1.00864 :  Z = 2.42244
X = 2.02189 :  Y = -2.74936 :  Z = 2.46994
X = 2.03744 :  Y = -2.57041 :  Z = 2.73119
X = 3.73271 :  Y = -0.667005 :  Z = 2.27995
X = 3.57718 :  Y = -0.878494 :  Z = 2.54119
X = 3.6394 :  Y = -0.162684 :  Z = 2.52932
X = 1.50864 :  Y = -3.05846 :  Z = 2.05433
X = 3.74827 :  Y = -4.0671 :  Z = 2.41057
X = 2.22408 :  Y = -1.96848 :  Z = 0.42749
X = 3.45276 :  Y = -0.422979 :  Z = 1.94745
X = 3.45276 :  Y = -0.845957 :  Z = 1.72183
X = 1.78859 :  Y = -2.5216 :  Z = 2.54119
X = 1.78859 :  Y = -2.92831 :  Z = 2.73119
X = 3.35944 :  Y = -0.553126 :  Z = 2.26807
X = 3.17281 :  Y = -0.455515 :  Z = 2.41057
X = 1.77304 :  Y = -2.65175 :  Z = 2.60056
X = 2.14631 :  Y = -2.74936 :  Z = 2.61244
X = 3.35944 :  Y = -0.878494 :  Z = 2.0662
X = 3.29723 :  Y = -0.780884 :  Z = 2.07808
X = 1.50864 :  Y = -2.91205 :  Z = 2.67181
X = 1.83525 :  Y = -2.45653 :  Z = 2.67181
X = 3.9349 :  Y = -0.3091 :  Z = 1.72183
X = 1.8197 :  Y = -3.69293 :  Z = 2.14932
X = 2.14631 :  Y = -2.58668 :  Z = 2.74306
X = 3.59274 :  Y = -0.748347 :  Z = 2.10183
X = 0.139977 :  Y = -0.732078 :  Z = 2.88556
X = 1.97523 :  Y = -2.44026 :  Z = 2.65994
X = 1.47753 :  Y = -2.86324 :  Z = 2.33932
X = 3.76382 :  Y = -0.683273 :  Z = 2.3037
X = 3.81048 :  Y = -0.585663 :  Z = 2.17307
X = 1.30645 :  Y = -3.74173 :  Z = 1.68621
X = 2.23963 :  Y = -2.17997 :  Z = 2.94493
X = 3.76382 :  Y = -0.390442 :  Z = 2.05433
X = 1.46198 :  Y = -2.86324 :  Z = 2.14932
X = 0.279954 :  Y = -0.894763 :  Z = 2.56494
X = 3.18836 :  Y = -0.845957 :  Z = 1.1281
X = 2.14631 :  Y = -3.46517 :  Z = 0.142497
X = 1.75749 :  Y = -3.18861 :  Z = 2.45807
X = 3.84158 :  Y = -0.40671 :  Z = 2.54119
X = 3.51497 :  Y = -0.374173 :  Z = 2.51744
X = 1.57085 :  Y = -2.61921 :  Z = 2.68369
X = 2.22408 :  Y = -3.091 :  Z = 2.99243
X = 1.92857 :  Y = -2.27758 :  Z = 2.75493
X = 3.45276 :  Y = -0.292831 :  Z = 2.51744
X = 2.14631 :  Y = -3.00966 :  Z = 2.64806
X = 1.5864 :  Y = -3.59532 :  Z = 2.69556
X = 3.81048 :  Y = -0.569394 :  Z = 2.33932
X = 3.48387 :  Y = -0.959836 :  Z = 1.98308
X = 1.60196 :  Y = -3.26995 :  Z = 2.70744
X = 2.19297 :  Y = -2.84697 :  Z = 2.49369
X = 3.76382 :  Y = -0.813421 :  Z = 1.75746
X = 1.63306 :  Y = -3.35129 :  Z = 2.44619
X = 1.99078 :  Y = -2.81443 :  Z = 2.81431
X = 2.50403 :  Y = -2.34265 :  Z = 2.31557
X = 0.0466589 :  Y = -0.292831 :  Z = 2.80243
X = 1.35311 :  Y = -3.31876 :  Z = 2.1137
X = 2.00633 :  Y = -2.70056 :  Z = 2.57681
X = 3.23502 :  Y = -0.536858 :  Z = 2.12557
X = 0.015553 :  Y = -0.390442 :  Z = 2.62431
X = 1.322 :  Y = -3.10727 :  Z = 2.50557
X = 1.60196 :  Y = -2.58668 :  Z = 3.0043
X = 3.6705 :  Y = -0.829689 :  Z = 2.51744
X = 3.76382 :  Y = -0.488052 :  Z = 2.69556
X = 1.5553 :  Y = -3.4489 :  Z = 2.50557
X = 2.05299 :  Y = -2.86324 :  Z = 2.9568
X = 3.20391 :  Y = -1.08998 :  Z = 2.54119
X = 3.46831 :  Y = -0.471784 :  Z = 2.42244
X = 1.60196 :  Y = -3.28622 :  Z = 2.55306
X = 1.66417 :  Y = -3.18861 :  Z = 0.0593736
X = 3.46831 :  Y = -1.22013 :  Z = 2.13745
X = 3.85714 :  Y = -0.341637 :  Z = 2.27995
X = 3.04838 :  Y = -1.44789 :  Z = 1.24685
X = 3.35944 :  Y = -0.829689 :  Z = 0.65311
X = 3.51497 :  Y = -0.829689 :  Z = 2.12557
X = 1.66417 :  Y = -2.57041 :  Z = 2.56494
X = 3.76382 :  Y = -0.471784 :  Z = 2.62431
X = 3.6394 :  Y = -0.634468 :  Z = 2.54119
X = 3.68605 :  Y = -4.0183 :  Z = 2.58869
X = 2.19297 :  Y = -2.81443 :  Z = 2.51744
X = 3.53052 :  Y = -0.553126 :  Z = 2.2562
X = 3.54608 :  Y = -0.667005 :  Z = 2.50557
X = 1.08871 :  Y = -3.07473 :  Z = 2.75493
X = 1.95967 :  Y = -2.2125 :  Z = 2.56494
X = 3.6394 :  Y = -0.862226 :  Z = 2.49369
X = 0.0311059 :  Y = -0.569394 :  Z = 2.50557
X = 1.8197 :  Y = -3.26995 :  Z = 2.48182
X = 3.57718 :  Y = -0.667005 :  Z = 1.89995
X = 2.64401 :  Y = -1.88714 :  Z = 0.486863
X = 0.0466589 :  Y = -0.130147 :  Z = 2.54119
X = 2.05299 :  Y = -3.02592 :  Z = 2.56494
X = 3.73271 :  Y = -0.422979 :  Z = 2.46994
X = 3.15725 :  Y = -0.862226 :  Z = 2.00683
X = 1.27534 :  Y = -3.26995 :  Z = 2.32744
X = 3.77937 :  Y = -0.504321 :  Z = 2.31557
X = 3.87269 :  Y = -4.05083 :  Z = 2.31557
X = 3.46831 :  Y = -0.211489 :  Z = 2.77868
X = 1.72638 :  Y = -3.30249 :  Z = 2.56494
X = 2.06855 :  Y = -2.55414 :  Z = 2.84993
X = 2.3796 :  Y = -1.87087 :  Z = 2.93306
X = 3.84158 :  Y = -0.634468 :  Z = 2.65994
X = 1.41532 :  Y = -2.99339 :  Z = 2.79056
X = 2.33295 :  Y = -2.96085 :  Z = 2.51744
X = 3.20391 :  Y = -0.6182 :  Z = 1.78121
X = 0.0466589 :  Y = -0.40671 :  Z = 2.70744
X = 1.52419 :  Y = -3.36756 :  Z = 1.67434
X = 3.39055 :  Y = -0.797152 :  Z = 1.34184
X = 3.21947 :  Y = -0.569394 :  Z = 1.98308
X = 1.91302 :  Y = -2.89578 :  Z = 2.70744
X = 1.322 :  Y = -3.74173 :  Z = 2.08995
X = 2.17742 :  Y = -1.98475 :  Z = 0.0593736
X = 0 :  Y = -0.797152 :  Z = 1.93558
X = 1.97523 :  Y = -2.81443 :  Z = 2.43432
X = 2.44182 :  Y = -1.80579 :  Z = 0.997476
X = 3.57718 :  Y = -0.6182 :  Z = 2.24432
X = 1.49309 :  Y = -3.35129 :  Z = 2.18495
X = 1.75749 :  Y = -2.42399 :  Z = 2.75493
X = 3.56163 :  Y = -0.862226 :  Z = 1.89995
X = 1.91302 :  Y = -2.8307 :  Z = 2.26807
X = 2.05299 :  Y = -2.55414 :  Z = 2.45807
X = 3.74827 :  Y = -0.357905 :  Z = 2.67181
X = 2.30184 :  Y = -2.13116 :  Z = 2.94493
X = 3.88824 :  Y = -4.11591 :  Z = 2.51744
X = 1.99078 :  Y = -2.09862 :  Z = 2.74306
X = 0.0933178 :  Y = -0.536858 :  Z = 1.94745
X = 3.68605 :  Y = -0.0162684 :  Z = 2.46994
X = 1.69527 :  Y = -2.84697 :  Z = 2.99243
X = 2.22408 :  Y = -2.96085 :  Z = 2.35119
X = 3.62384 :  Y = -4.14844 :  Z = 2.55306
X = 3.51497 :  Y = -1.00864 :  Z = 2.22057
X = 1.92857 :  Y = -2.70056 :  Z = 2.90931
X = 2.00633 :  Y = -2.8307 :  Z = 2.79056
X = 2.22408 :  Y = -2.4728 :  Z = 0.0237494
X = 3.20391 :  Y = -1.04118 :  Z = 2.14932
X = 1.47753 :  Y = -3.22115 :  Z = 2.2562
X = 0.0311059 :  Y = -0.71581 :  Z = 1.69808
X = 3.85714 :  Y = -0.0488052 :  Z = 2.64806
X = 1.80414 :  Y = -2.99339 :  Z = 2.45807
X = 3.51497 :  Y = -0.992373 :  Z = 2.18495
X = 3.6705 :  Y = -0.569394 :  Z = 2.0187
X = 0.124424 :  Y = 0 :  Z = 2.31557
X = 1.83525 :  Y = -3.36756 :  Z = 2.88556
X = 2.42626 :  Y = -2.60295 :  Z = 0.0593736
X = 2.69066 :  Y = -2.04982 :  Z = 0.379991
X = 3.71716 :  Y = -0.211489 :  Z = 2.3037
X = 1.47753 :  Y = -3.54651 :  Z = 2.61244
X = 3.6394 :  Y = -0.797152 :  Z = 2.14932
X = 3.4061 :  Y = -0.422979 :  Z = 2.81431
X = 1.80414 :  Y = -2.55414 :  Z = 2.63619
X = 2.00633 :  Y = -2.73309 :  Z = 2.96868
X = 3.57718 :  Y = -0.732078 :  Z = 2.50557
X = 3.65495 :  Y = -0.178953 :  Z = 2.49369
X = 1.8197 :  Y = -2.81443 :  Z = 2.69556
X = 0.0622119 :  Y = -0.504321 :  Z = 2.63619
X = 2.58179 :  Y = -1.72445 :  Z = 0.949977
X = 3.9038 :  Y = -0.113879 :  Z = 2.87368
X = 1.95967 :  Y = -3.36756 :  Z = 2.60056
X = 0.933178 :  Y = -3.7092 :  Z = 0.65311
X = 2.73732 :  Y = -1.56177 :  Z = 0.85498
X = 3.06394 :  Y = -0.40671 :  Z = 1.74558
X = 1.46198 :  Y = -3.20488 :  Z = 2.33932
X = 3.43721 :  Y = -0.455515 :  Z = 2.17307
X = 3.375 :  Y = -0.244026 :  Z = 1.73371
X = 1.5553 :  Y = -2.63548 :  Z = 2.44619
X = 1.78859 :  Y = -3.15607 :  Z = 2.31557
X = 2.28629 :  Y = -3.02592 :  Z = 2.70744
X = 3.85714 :  Y = -0.439247 :  Z = 2.52932
X = 1.69527 :  Y = -2.73309 :  Z = 2.13745
X = 2.27073 :  Y = -2.61921 :  Z = 1.89995
X = 3.6705 :  Y = -0.878494 :  Z = 2.3037
X = 3.45276 :  Y = -0.911031 :  Z = 2.32744
X = 1.69527 :  Y = -2.66802 :  Z = 2.76681
X = 2.02189 :  Y = -2.87951 :  Z = 2.89743
X = 0.388824 :  Y = -4.09964 :  Z = 1.35372
X = 1.91302 :  Y = -2.73309 :  Z = 2.75493
X = 3.39055 :  Y = -0.422979 :  Z = 2.77868
X = 3.34389 :  Y = -0.683273 :  Z = 2.56494
X = 1.88191 :  Y = -3.41637 :  Z = 2.48182
X = 0.57546 :  Y = -3.33502 :  Z = 0.178121
X = 3.73271 :  Y = -0.634468 :  Z = 2.37494
X = 3.6705 :  Y = -0.536858 :  Z = 2.22057
X = 1.72638 :  Y = -2.45653 :  Z = 3.01618
X = 3.25057 :  Y = -0.357905 :  Z = 2.84993
X = 1.11981 :  Y = -3.92069 :  Z = 1.99495
X = 2.02189 :  Y = -2.73309 :  Z = 2.82618
X = 3.04838 :  Y = -0.650736 :  Z = 1.89995
X = 0.015553 :  Y = -0.71581 :  Z = 2.45807
X = 1.8197 :  Y = -3.80681 :  Z = 2.39869
X = 2.65956 :  Y = -2.55414 :  Z = 2.43432
X = 2.53513 :  Y = -1.87087 :  Z = 0.0356242
X = 3.84158 :  Y = -0.488052 :  Z = 2.41057
X = 1.91302 :  Y = -3.05846 :  Z = 2.39869
X = 1.94412 :  Y = -2.89578 :  Z = 2.99243
X = 2.89285 :  Y = -1.38281 :  Z = 1.24685
X = 1.95967 :  Y = -2.4728 :  Z = 2.45807
X = 3.54608 :  Y = -1.04118 :  Z = 1.99495
X = 3.73271 :  Y = -0.536858 :  Z = 2.04245
X = 1.46198 :  Y = -3.38383 :  Z = 2.35119
X = 1.89746 :  Y = -2.44026 :  Z = 0.083123
X = 3.60829 :  Y = -0.439247 :  Z = 2.38682
X = 2.93951 :  Y = -1.38281 :  Z = 0.486863
X = 0.108871 :  Y = -0.325368 :  Z = 2.33932
X = 1.39977 :  Y = -3.05846 :  Z = 2.75493
X = 3.85714 :  Y = -0.40671 :  Z = 2.84993
X = 3.53052 :  Y = -0.71581 :  Z = 2.0187
X = 1.67972 :  Y = -2.58668 :  Z = 2.67181
X = 2.0841 :  Y = -2.92831 :  Z = 2.99243
X = 3.81048 :  Y = -0.845957 :  Z = 2.27995
X = 3.46831 :  Y = -0.390442 :  Z = 2.69556
X = 2.30184 :  Y = -2.91205 :  Z = 2.43432
X = 1.92857 :  Y = -3.10727 :  Z = 3.02805
X = 2.64401 :  Y = -2.37519 :  Z = 0.178121
X = 3.49942 :  Y = -0.439247 :  Z = 2.33932
X = 1.92857 :  Y = -3.30249 :  Z = 2.81431
X = 2.41071 :  Y = -1.91967 :  Z = 1.1756
X = 3.45276 :  Y = -0.488052 :  Z = 2.0662
X = 1.97523 :  Y = -2.96085 :  Z = 2.88556
X = 1.63306 :  Y = -2.70056 :  Z = 2.56494
X = 0.0777649 :  Y = -0.162684 :  Z = 2.71931
X = 3.71716 :  Y = -0.862226 :  Z = 2.31557
X = 1.67972 :  Y = -2.50534 :  Z = 2.32744
X = 3.76382 :  Y = -0.553126 :  Z = 2.38682
X = 3.59274 :  Y = -0.748347 :  Z = 1.63871
X = 0.559907 :  Y = -3.36756 :  Z = 2.76681
X = 2.05299 :  Y = -2.4728 :  Z = 2.90931
X = 3.32834 :  Y = -0.374173 :  Z = 2.41057
X = 3.57718 :  Y = -0.520589 :  Z = 2.77868
X = 2.03744 :  Y = -3.17234 :  Z = 2.69556
X = 1.67972 :  Y = -2.24504 :  Z = 2.64806
X = 3.43721 :  Y = -0.0488052 :  Z = 1.94745
X = 3.9349 :  Y = -4.13218 :  Z = 2.63619
X = 2.02189 :  Y = -3.07473 :  Z = 2.96868
X = 0.357718 :  Y = -0.341637 :  Z = 2.9568
X = 2.16186 :  Y = -1.95221 :  Z = 0.284993
X = 3.42165 :  Y = -0.3091 :  Z = 2.27995
X = 3.84158 :  Y = -0.292831 :  Z = 2.56494
X = 3.29723 :  Y = -0.650736 :  Z = 1.72183
X = 2.05299 :  Y = -1.9034 :  Z = 0.724358
X = 3.73271 :  Y = -3.56278 :  Z = 2.42244
X = 2.79954 :  Y = -1.70818 :  Z = 1.04498
X = 2.06855 :  Y = -3.53024 :  Z = 2.60056
X = 3.62384 :  Y = -0.374173 :  Z = 2.2562
X = 2.78398 :  Y = -2.2125 :  Z = 2.75493
X = 3.76382 :  Y = -0.40671 :  Z = 2.41057
X = 1.61751 :  Y = -3.53024 :  Z = 2.83806
X = 3.34389 :  Y = -0.244026 :  Z = 1.80496
X = 0.482142 :  Y = -2.22877 :  Z = 0.617485
X = 3.21947 :  Y = -1.26894 :  Z = 2.33932
X = 1.69527 :  Y = -2.84697 :  Z = 2.45807
X = 1.8197 :  Y = -3.10727 :  Z = 2.77868
X = 3.4061 :  Y = -0.780884 :  Z = 2.04245
X = 1.71083 :  Y = -2.96085 :  Z = 2.50557
X = 2.03744 :  Y = -2.57041 :  Z = 2.38682
X = 2.70622 :  Y = -1.65938 :  Z = 1.76933
X = 1.50864 :  Y = -3.26995 :  Z = 2.48182
X = 2.59735 :  Y = -2.35892 :  Z = 2.79056
X = 3.81048 :  Y = -0.130147 :  Z = 2.38682
X = 1.80414 :  Y = -3.00966 :  Z = 2.44619
X = 3.74827 :  Y = -0.634468 :  Z = 2.14932
X = 3.49942 :  Y = -0.732078 :  Z = 1.93558
X = 1.89746 :  Y = -2.50534 :  Z = 2.65994
X = 2.16186 :  Y = -3.1398 :  Z = 2.37494
X = 3.29723 :  Y = -0.585663 :  Z = 0.558112
X = 3.26612 :  Y = -0.732078 :  Z = 1.87621
X = 1.8197 :  Y = -3.43263 :  Z = 2.32744
X = 3.84158 :  Y = -0.829689 :  Z = 2.00683
X = 3.57718 :  Y = -0.504321 :  Z = 2.31557
X = 2.03744 :  Y = -3.74173 :  Z = 2.1137
X = 1.69527 :  Y = -3.26995 :  Z = 2.79056
X = 2.59735 :  Y = -1.2852 :  Z = 1.86433
X = 2.13076 :  Y = -2.79817 :  Z = 2.71931
X = 3.31278 :  Y = -1.05745 :  Z = 2.3037
X = 3.70161 :  Y = -0.357905 :  Z = 2.1612
X = 1.80414 :  Y = -2.97712 :  Z = 2.43432
X = 2.62845 :  Y = -1.88714 :  Z = 1.37747
X = 3.43721 :  Y = -1.04118 :  Z = 1.59121
X = 1.71083 :  Y = -3.43263 :  Z = 1.86433
X = 2.86175 :  Y = -0.943568 :  Z = 2.13745
X = 3.68605 :  Y = -0.520589 :  Z = 2.37494
X = 1.97523 :  Y = -3.38383 :  Z = 2.50557
X = 1.5553 :  Y = -2.06609 :  Z = 0
X = 3.35944 :  Y = -0.959836 :  Z = 1.81683
X = 2.16186 :  Y = -3.1398 :  Z = 2.51744
X = 3.17281 :  Y = -0.650736 :  Z = 2.03058
X = 3.23502 :  Y = -1.10625 :  Z = 1.99495
X = 1.89746 :  Y = -3.31876 :  Z = 2.74306
X = 1.64862 :  Y = -3.07473 :  Z = 2.60056
X = 3.1417 :  Y = -0.911031 :  Z = 1.82871
X = 2.14631 :  Y = -3.20488 :  Z = 2.63619
X = 1.97523 :  Y = -3.18861 :  Z = 2.51744
X = 3.71716 :  Y = -0.862226 :  Z = 2.12557
X = 3.60829 :  Y = -0.0813421 :  Z = 2.65994
X = 0.513248 :  Y = -3.77427 :  Z = 2.39869
X = 3.53052 :  Y = -0.601931 :  Z = 2.04245
X = 3.17281 :  Y = -0.976105 :  Z = 2.23245
X = 2.97062 :  Y = -1.35028 :  Z = 1.55559
X = 3.09504 :  Y = -0.536858 :  Z = 1.59121
X = 1.72638 :  Y = -3.4001 :  Z = 2.71931
X = 3.39055 :  Y = -0.862226 :  Z = 2.10183
X = 3.85714 :  Y = -0.976105 :  Z = 1.62684
X = 2.13076 :  Y = -2.7819 :  Z = 2.68369
X = 3.68605 :  Y = -0.878494 :  Z = 2.0662
X = 3.9038 :  Y = -0.71581 :  Z = 1.82871
X = 1.52419 :  Y = -2.87951 :  Z = 2.92118
X = 1.5553 :  Y = -2.74936 :  Z = 0.949977
X = 3.20391 :  Y = -1.67565 :  Z = 1.79308
X = 1.19758 :  Y = -2.35892 :  Z = 2.32744
X = 1.83525 :  Y = -2.96085 :  Z = 2.37494
X = 0.015553 :  Y = -0.422979 :  Z = 1.9237
X = 3.53052 :  Y = -0.813421 :  Z = 2.62431
X = 2.02189 :  Y = -2.97712 :  Z = 2.51744
X = 1.92857 :  Y = -2.74936 :  Z = 2.82618
X = 3.65495 :  Y = -0.6182 :  Z = 2.2562
X = 3.54608 :  Y = -0.113879 :  Z = 1.95933
X = 2.58179 :  Y = -2.89578 :  Z = 0.0949977
X = 1.64862 :  Y = -3.1398 :  Z = 2.0662
X = 3.82603 :  Y = -0.325368 :  Z = 2.31557
X = 1.78859 :  Y = -2.61921 :  Z = 2.54119
X = 3.4061 :  Y = -1.12252 :  Z = 2.08995
X = 3.375 :  Y = -0.0325368 :  Z = 2.45807
X = 1.63306 :  Y = -2.79817 :  Z = 1.91183
X = 2.53513 :  Y = -2.31011 :  Z = 0.771857
X = 3.49942 :  Y = -0.601931 :  Z = 2.33932
X = 1.74193 :  Y = -2.87951 :  Z = 0.0356242
X = 3.21947 :  Y = -0.683273 :  Z = 2.17307
X = 3.49942 :  Y = -0.536858 :  Z = 2.18495
X = 2.28629 :  Y = -3.59532 :  Z = 2.38682
X = 0.606566 :  Y = -3.7092 :  Z = 0.083123
X = 3.1417 :  Y = -1.22013 :  Z = 2.32744
X = 3.31278 :  Y = -4.13218 :  Z = 2.12557
X = 1.43087 :  Y = -3.15607 :  Z = 2.08995
X = 2.19297 :  Y = -2.81443 :  Z = 0.237494
X = 3.42165 :  Y = -1.38281 :  Z = 2.04245
X = 3.43721 :  Y = -0.504321 :  Z = 2.04245
